StationCode,Reserve,ReserveCode,StationID,Temp Notes,Latitude,Longitude,StationType,Status,StationName,CDMO WQ Data URL,Realm,Province,Ecoregion,NERR_BioRegion,EPAIII_Code,EPAIII_Name,EPAIV_Code,EPAIV_Name,AquaticSystem,AquaticSubsystem,WaterColumn,SalinityRegime,Salinity Class,TempRegime,TidalRegime,ResidualCurrentType,TidalFlowType,PrimaryWaterSource,TectonicSetting,PhysiographicSetting,GeoformOrigin,Level1Geoform(>1km2),Level1GeoformType(>1km2),Level2Geoform(<1km2),Level2GeoformType(<1km2),SubstrateOrigin,SubstrateClass,SubstrateSubclass,PercentClay,PercentSilt,PercentSand,PercentGravel,PercentOrganics,BioticSetting,BioticClass,BioticSubclass,SecondaryBioticElement,TertiaryBioticElement,Dev_TotalArea,Ag_TotalArea,VegUplnd_TotalArea,WetlndPalust_TotalArea,WetlndEst_TotalArea,Bare_TotalArea,Water_TotalArea,Dev_pctTotal,Ag_pctTotal,VegUplnd_pctTotal,WetlndPalust_pctTotal,WetlndEst_pctTotal,Bare_pctTotal,Water_pctTotal,Dev_pctLand,Ag_pctLand,VegUplnd_pctLand,WetlndPalust_pctLand,WetlndEst_pctLand,Bare_pctLand,DominantLandCover,Imp_total_acres,Imp_pctLand,StationDescription
MARMBWQ,Mission Aransas,MAR,MBWQ,,28.1384,96.8285,fixed near-bottom,primary,Mesquite Bay,https://cdmo.baruch.sc.edu/dges/?stationCode=MARMBWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic ,Northern Gulf of Mexico,Louisianan,34,Western Gulf Coastal Plain,34h,Mid-Coast Barrier Islands and Coastal Marshes,Estuarine,Estuarine Coastal,Lower Water Column,Lower Polyhaline Water,brackish,Warm Water,Microtidal,Well-mixed Domain ,Diurnal Tidal Flow ,Local Estuary Exchange,Passive Continental Margin,Lagoonal Estuary ,Geologic,Lagoon,,Lagoon,,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Open Water,Open Water,Open Water,,,1232.7,8503.4,9319.2,10857.3,11762.6,2643.5,44375.3,1.39,9.59,10.51,12.24,13.26,2.98,50.03,2.78,19.19,21.03,24.50,26.54,5.96,estuarine wetlands,349.18,0.79,"The Mission Aransas Mesquite Bay station is a fixed near-bottom water quality station (MARMBWQ) in a Lagoon surrounded by Open Water. The station is located within a Microtidal, brackish Lagoonal Estuary  in a watershed made up of primarily estuarine wetlands."
MARSCWQ,Mission Aransas,MAR,SCWQ,,27.8383,97.0503,fixed near-bottom,primary,Ship Channel,https://cdmo.baruch.sc.edu/dges/?stationCode=MARSCWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic ,Northern Gulf of Mexico,Louisianan,34,Western Gulf Coastal Plain,34h,Mid-Coast Barrier Islands and Coastal Marshes,Estuarine,Estuarine Open Water,Lower Water Column,Euhaline Water,high salinity,Warm Water,Microtidal,Well-mixed Domain ,Diurnal Tidal Flow,Local Ocean Exchange,Passive Continental Margin,Lagoonal Estuary ,Geologic,Inlet,Tidal Inlet,Inlet,,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Open Water,Open Water,Open Water,,,3718.3,20291.0,21850.0,10310.3,9185.4,4124.7,28090.5,3.81,20.80,22.39,10.57,9.41,4.23,28.79,5.35,29.20,31.45,14.84,13.22,5.94,vegetated uplands,"1,430.98",2.06,"The Mission Aransas Ship Channel station is a fixed near-bottom water quality station (MARSCWQ) in a Inlet surrounded by Open Water. The station is located within a Microtidal, high salinity Lagoonal Estuary  in a watershed made up of primarily vegetated uplands."
NARNCWQ,Narragansett Bay,NAR,NCWQ,,41.62485,71.324283,fixed near-bottom,primary,Nag Creek,https://cdmo.baruch.sc.edu/dges/?stationCode=NARNCWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Gulf of Maine/Bay of Fundy,Virginian,59,Northeastern Coastal Zone,59e,Narragansett/Bristol Lowland,Estuarine,Estuarine Coastal,Lower Water Column,Upper Polyhaline Water,high salinity,Moderate Water,Moderately Tidal,Partially Mixed Domain,Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Embayment/Bay,Geologic,Island,,Channel,Tidal Channel/Creek,Biogenic Substrate,Organic Substrate,Organic Mud,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,,,7837.9,174.2,2304.2,553.0,314.8,149.9,12102.7,33.44,0.74,9.83,2.36,1.34,0.64,51.64,69.15,1.54,20.33,4.88,2.78,1.32,developed lands,"3,974.71",35.07,"The Narragansett Bay Nag Creek station is a fixed near-bottom water quality station (NARNCWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, high salinity Embayment/Bay in a watershed made up of primarily developed lands."
NARPCWQ,Narragansett Bay,NAR,PCWQ,,41.64055,71.340881,fixed near-bottom,primary,Potters Cove,https://cdmo.baruch.sc.edu/dges/?stationCode=NARPCWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Gulf of Maine/Bay of Fundy,Virginian,59,Northeastern Coastal Zone,59e,Narragansett/Bristol Lowland,Estuarine,Estuarine Coastal,Lower Water Column,Upper Polyhaline Water,high salinity,Cool Water,Moderately Tidal,Partially Mixed Domain,Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Embayment/Bay,Geologic,Island,,Cove,Mainland Cove,Biogenic Substrate,Organic Substrate,Organic Mud,,,,,,Open Water,Open Water,Open Water,,,7837.9,174.2,2304.2,553.0,314.8,149.9,12102.7,33.44,0.74,9.83,2.36,1.34,0.64,51.64,69.15,1.54,20.33,4.88,2.78,1.32,developed lands,"3,974.71",35.07,"The Narragansett Bay Potters Cove station is a fixed near-bottom water quality station (NARPCWQ) in a Cove surrounded by Open Water. The station is located within a Moderately Tidal, high salinity Embayment/Bay in a watershed made up of primarily developed lands."
NARTBWQ,Narragansett Bay,NAR,TBWQ,,41.578361,71.321125,fixed near-bottom,primary,T-Wharf Bottom,https://cdmo.baruch.sc.edu/dges/?stationCode=NARTBWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Gulf of Maine/Bay of Fundy,Virginian,59,Northeastern Coastal Zone,59e,Narragansett/Bristol Lowland,Estuarine,Estuarine Coastal,Lower Water Column,Upper Polyhaline Water,high salinity,Cool Water,Moderately Tidal,Partially Mixed Domain,Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Embayment/Bay,Geologic,Island,,,,Biogenic Substrate,Organic Substrate,Organic Mud,,,,,,Open Water,Open Water,Open Water,,,7837.9,174.2,2304.2,553.0,314.8,149.9,12102.7,33.44,0.74,9.83,2.36,1.34,0.64,51.64,69.15,1.54,20.33,4.88,2.78,1.32,developed lands,"3,974.71",35.07,"The Narragansett Bay T-Wharf Bottom station is a fixed near-bottom water quality station (NARTBWQ) in a  surrounded by Open Water. The station is located within a Moderately Tidal, high salinity Embayment/Bay in a watershed made up of primarily developed lands."
NARTSWQ,Narragansett Bay,NAR,TSWQ,,41.578361,71.321125,fixed surface,primary,T-Wharf Surface,https://cdmo.baruch.sc.edu/dges/?stationCode=NARTSWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Gulf of Maine/Bay of Fundy,Virginian,59,Northeastern Coastal Zone,59e,Narragansett/Bristol Lowland,Estuarine,Estuarine Coastal,Upper Water Column,Upper Polyhaline Water,high salinity,Cool Water,Moderately Tidal,Partially Mixed Domain,Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Embayment/Bay,Geologic,Island,,,,Biogenic Substrate,Organic Substrate,Organic Mud,,,,,,Open Water,Open Water,Open Water,,,7837.9,174.2,2304.2,553.0,314.8,149.9,12102.7,33.44,0.74,9.83,2.36,1.34,0.64,51.64,69.15,1.54,20.33,4.88,2.78,1.32,developed lands,"3,974.71",35.07,"The Narragansett Bay T-Wharf Surface station is a fixed surface water quality station (NARTSWQ) in a  surrounded by Open Water. The station is located within a Moderately Tidal, high salinity Embayment/Bay in a watershed made up of primarily developed lands."
NIWCBWQ,North Inlet-Winyah Bay,NIW,CBWQ,,33.3338636,79.1930411,fixed near-bottom,primary,Clambank,https://cdmo.baruch.sc.edu/dges/?stationCode=NIWCBWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic,Carolinian,Carolinian,75,Southern Coastal Plain,75j,Sea Islands/Coastal Marsh,Estuarine,Estuarine Coastal,Lower Water Column,Upper Polyhaline Water,high salinity,Warm Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Ocean Exchange,Passive Continental Margin,Lagoonal Estuary,Geologic,Marsh Platform,,Channel,Tidal Channel/Creek,Biogenic Substrate,Shell Substrate,Shell Hash,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,Mollusk Reef Biota,,310.3,0.0,744.9,2019.2,1286.0,149.5,403.2,6.32,0.00,15.16,41.10,26.17,3.04,8.21,6.88,0.00,16.52,44.77,28.51,3.32,palustrine wetlands,73.13,1.62,"The North Inlet-Winyah Bay Clambank station is a fixed near-bottom water quality station (NIWCBWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, high salinity Lagoonal Estuary in a watershed made up of primarily palustrine wetlands."
NIWDCWQ,North Inlet-Winyah Bay,NIW,DCWQ,,33.3601486,79.1674572,fixed near-bottom,primary,Debidue Creek,https://cdmo.baruch.sc.edu/dges/?stationCode=NIWDCWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic,Carolinian,Carolinian,75,Southern Coastal Plain,75j,Sea Islands/Coastal Marsh,Estuarine,Estuarine Coastal,Lower Water Column,Upper Polyhaline Water,high salinity,Warm Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Ocean Exchange,Passive Continental Margin,Lagoonal Estuary,Geologic,Marsh Platform,,Channel,Tidal Channel/Creek,Biogenic Substrate,Shell Substrate,Shell Hash,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,Mollusk Reef Biota,,310.3,0.0,744.9,2019.2,1286.0,149.5,403.2,6.32,0.00,15.16,41.10,26.17,3.04,8.21,6.88,0.00,16.52,44.77,28.51,3.32,palustrine wetlands,73.13,1.62,"The North Inlet-Winyah Bay Debidue Creek station is a fixed near-bottom water quality station (NIWDCWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, high salinity Lagoonal Estuary in a watershed made up of primarily palustrine wetlands."
NIWOLWQ,North Inlet-Winyah Bay,NIW,OLWQ,,33.3493511,79.1888819,fixed near-bottom,primary,Oyster Landing,https://cdmo.baruch.sc.edu/dges/?stationCode=NIWOLWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic,Carolinian,Carolinian,75,Southern Coastal Plain,75j,Sea Islands/Coastal Marsh,Estuarine,Estuarine Coastal,Lower Water Column,Upper Polyhaline Water,high salinity,Warm Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Ocean Exchange,Passive Continental Margin,Lagoonal Estuary,Geologic,Marsh Platform,,Channel,Tidal Channel/Creek,Biogenic Substrate,Shell Substrate,Shell Hash,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,Mollusk Reef Biota,,310.3,0.0,744.9,2019.2,1286.0,149.5,403.2,6.32,0.00,15.16,41.10,26.17,3.04,8.21,6.88,0.00,16.52,44.77,28.51,3.32,palustrine wetlands,73.13,1.62,"The North Inlet-Winyah Bay Oyster Landing station is a fixed near-bottom water quality station (NIWOLWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, high salinity Lagoonal Estuary in a watershed made up of primarily palustrine wetlands."
NIWTAWQ,North Inlet-Winyah Bay,NIW,TAWQ,,33.2991461,79.2560564,fixed near-bottom,primary,Thousand Acre,https://cdmo.baruch.sc.edu/dges/?stationCode=NIWTAWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic,Carolinian,Carolinian,75,Southern Coastal Plain,75j,Sea Islands/Coastal Marsh,Estuarine,Estuarine Coastal,Lower Water Column,Mesohaline Water,brackish,Warm Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Riverine Estuary,Geologic,Marsh Platform,,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,Upland Forest,,21609.8,28863.8,126362.2,135414.3,3553.2,1558.0,11540.1,6.57,8.78,38.42,41.17,1.08,0.47,3.51,6.81,9.09,39.82,42.67,1.12,0.49,palustrine wetlands,"6,111.19",1.93,"The North Inlet-Winyah Bay Thousand Acre station is a fixed near-bottom water quality station (NIWTAWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, brackish Riverine Estuary in a watershed made up of primarily palustrine wetlands."
NIWWBWQ,North Inlet-Winyah Bay,NIW,WBWQ,,33.309425,79.2887556,fixed near-bottom,secondary,Winyah Bay Bottom,https://cdmo.baruch.sc.edu/dges/?stationCode=NIWWBWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic,Carolinian,Carolinian,75,Southern Coastal Plain,75j,Sea Islands/Coastal Marsh,Estuarine,Estuarine Open Water,Lower Water Column,Mesohaline Water,brackish,Warm Water,Moderately Tidal,Salt Wedge Domain,Mixed Semi-diurnal Tidal Flow,River,Passive Continental Margin,Riverine Estuary,Geologic,Basin,,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Open Water,Open Water,Open Water,,,21609.8,28863.8,126362.2,135414.3,3553.2,1558.0,11540.1,6.57,8.78,38.42,41.17,1.08,0.47,3.51,6.81,9.09,39.82,42.67,1.12,0.49,palustrine wetlands,"6,111.19",1.93,"The North Inlet-Winyah Bay Winyah Bay Bottom station is a fixed near-bottom water quality station (NIWWBWQ) in a Channel surrounded by Open Water. The station is located within a Moderately Tidal, brackish Riverine Estuary in a watershed made up of primarily palustrine wetlands."
NIWWSWQ,North Inlet-Winyah Bay,NIW,WSWQ,,33.309425,79.2887556,fixed surface,secondary,Winyah Bay Surface,https://cdmo.baruch.sc.edu/dges/?stationCode=NIWWSWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic,Carolinian,Carolinian,75,Southern Coastal Plain,75j,Sea Islands/Coastal Marsh,Estuarine,Estuarine Open Water,Upper Water Column,Mesohaline Water,brackish,Warm Water,Moderately Tidal,Salt Wedge Domain,Mixed Semi-diurnal Tidal Flow,River,Passive Continental Margin,Riverine Estuary,Geologic,Basin,,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Open Water,Open Water,Open Water,,,21609.8,28863.8,126362.2,135414.3,3553.2,1558.0,11540.1,6.57,8.78,38.42,41.17,1.08,0.47,3.51,6.81,9.09,39.82,42.67,1.12,0.49,palustrine wetlands,"6,111.19",1.93,"The North Inlet-Winyah Bay Winyah Bay Surface station is a fixed surface water quality station (NIWWSWQ) in a Channel surrounded by Open Water. The station is located within a Moderately Tidal, brackish Riverine Estuary in a watershed made up of primarily palustrine wetlands."
NOCECWQ,North Carolina,NOC,ECWQ,,33.9399,77.9411,fixed near-bottom,primary,East Cribbing,https://cdmo.baruch.sc.edu/dges/?stationCode=NOCECWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic,Carolinian,Carolinian,63,Middle Atlantic Coastal Plain,63g,Carolinian Barrier Islands and Coastal Marshes,Estuarine,Estuarine Coastal,Lower Water Column,Lower Polyhaline Water,brackish,Moderate Water,Moderately Tidal,Partially Mixed Domain,Semi-diurnal Tidal Flow,Estuary,Passive Continental Margin,Lagoonal Estuary,Geologic,Lagoon,,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,Mollusk Reef Biota,Aquatic Macroalgae,19198.1,27383.8,117491.7,92038.3,2777.3,2071.1,12312.4,7.03,10.02,42.99,33.68,1.02,0.76,4.51,7.36,10.49,45.02,35.27,1.06,0.79,palustrine wetlands,"5,973.17",2.29,"The North Carolina East Cribbing station is a fixed near-bottom water quality station (NOCECWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, brackish Lagoonal Estuary in a watershed made up of primarily palustrine wetlands."
NOCLCWQ,North Carolina,NOC,LCWQ,,34.1722,77.8328,fixed near-bottom,primary,Loosin Creek,https://cdmo.baruch.sc.edu/dges/?stationCode=NOCLCWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic,Carolinian,Carolinian,63,Middle Atlantic Coastal Plain,63g,Carolinian Barrier Islands and Coastal Marshes,Estuarine,Estuarine Coastal,Lower Water Column,Euhaline Water,high salinity,Moderate Water,Moderately Tidal,Well-mixed Domain,Semi-diurnal Tidal Flow,Local Ocean Exchange,Passive Continental Margin,Sound,Geologic,Inlet,Tidal Inlet,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,Mollusk Reef Biota,,5635.8,86.9,2002.6,827.2,1850.7,399.9,1551.0,45.62,0.70,16.21,6.70,14.98,3.24,12.55,52.17,0.80,18.54,7.66,17.13,3.70,developed lands,"1,736.72",16.08,"The North Carolina Loosin Creek station is a fixed near-bottom water quality station (NOCLCWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, high salinity Sound in a watershed made up of primarily developed lands."
NOCRCWQ,North Carolina,NOC,RCWQ,,34.156,77.8499,fixed near-bottom,primary,Research Creek,https://cdmo.baruch.sc.edu/dges/?stationCode=NOCRCWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic,Carolinian,Carolinian,63,Middle Atlantic Coastal Plain,63g,Carolinian Barrier Islands and Coastal Marshes,Estuarine,Estuarine Coastal,Lower Water Column,Upper Polyhaline Water,high salinity,Moderate Water,Moderately Tidal,Well-mixed Domain,Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Sound,Geologic,Lagoon,,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,Mollusk Reef Biota,,5635.8,86.9,2002.6,827.2,1850.7,399.9,1551.0,45.62,0.70,16.21,6.70,14.98,3.24,12.55,52.17,0.80,18.54,7.66,17.13,3.70,developed lands,"1,736.72",16.08,"The North Carolina Research Creek station is a fixed near-bottom water quality station (NOCRCWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, high salinity Sound in a watershed made up of primarily developed lands."
NOCZBWQ,North Carolina,NOC,ZBWQ,,33.9547,77.935,fixed near-bottom,primary,Zeke's Basin,https://cdmo.baruch.sc.edu/dges/?stationCode=NOCZBWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic,Carolinian,Carolinian,63,Middle Atlantic Coastal Plain,63g,Carolinian Barrier Islands and Coastal Marshes,Estuarine,Estuarine Coastal,Lower Water Column,Lower Polyhaline Water,brackish,Moderate Water,Moderately Tidal,Partially Mixed Domain,Semi-diurnal Tidal Flow,Estuary,Passive Continental Margin,Lagoonal Estuary,Geologic,Lagoon,,Flat,Tidal Flat,Biogenic Substrate,Organic Substrate,Organic Mud,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,Aquatic Macroalgae,Mollusk Reef Biota,19198.1,27383.8,117491.7,92038.3,2777.3,2071.1,12312.4,7.03,10.02,42.99,33.68,1.02,0.76,4.51,7.36,10.49,45.02,35.27,1.06,0.79,vegetated uplands,"5,973.17",2.29,"The North Carolina Zeke's Basin station is a fixed near-bottom water quality station (NOCZBWQ) in a Flat surrounded by Emergent Wetland. The station is located within a Moderately Tidal, brackish Lagoonal Estuary in a watershed made up of primarily vegetated uplands."
OWCBRWQ,Old Woman Creek,OWC,BRWQ,,41.348889,82.512222,fixed near-bottom,primary,Berlin Road,https://cdmo.baruch.sc.edu/dges/?stationCode=OWCBRWQ,Temperate Great Lakes,Cold Temperate Great Lakes,Laurentian Great Lakes,Great Lakes,83,Eastern Great Lakes Lowlands,83a,Erie/Ontario Lake Plain,Riverine,Riverine >3rd order,Fluvial/Riverine,Fresh Water,fresh,Cold,Atidal,Riverine/Lacustrine,Atidal,Watershed,Great Lakes Seismic Zone,Lagoonal Estuary,Geologic,Upland Watershed,,Riverine Fluvial System,> Third Order,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Upland,Open Field/Prarie,Upland Forest (riparian buffer only),Upland Scrub-shrub,531.9,3641.3,6047.9,736.3,23.2,283.8,175.0,4.65,31.83,52.87,6.44,0.20,2.48,1.53,4.72,32.33,53.69,6.54,0.21,2.52,vegetated uplands,169.90,1.51,"The Old Woman Creek Berlin Road station is a fixed near-bottom water quality station (OWCBRWQ) in a Riverine Fluvial System surrounded by Upland. The station is located within a Atidal, fresh Lagoonal Estuary in a watershed made up of primarily vegetated uplands."
OWCDRWQ,Old Woman Creek,OWC,DRWQ,,41.365,82.504722,fixed near-bottom,primary,Darrow Road,https://cdmo.baruch.sc.edu/dges/?stationCode=OWCDRWQ,Temperate Great Lakes,Cold Temperate Great Lakes,Laurentian Great Lakes,Great Lakes,83,Eastern Great Lakes Lowlands,83a,Erie/Ontario Lake Plain,Lacustrine,Lacustrine Littoral,Lower Water Column,Fresh Water,fresh,Cool,"Atidal, Seiche >20cm",Riverine/Lacustrine,"Atidal, Seiche",Watershed,Great Lakes Seismic Zone,Lagoonal Estuary,Geologic,Lake,Embayment,Beach,Barrier Beach,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,12.5,62.7,24.8,0,,Open Water,Open Water,Upland Forest (riparian buffer only),Open Field/Prarie,Emergent Non-tidal Marsh,531.9,3641.3,6047.9,736.3,23.2,283.8,175.0,4.65,31.83,52.87,6.44,0.20,2.48,1.53,4.72,32.33,53.69,6.54,0.21,2.52,vegetated uplands,169.90,1.51,"The Old Woman Creek Darrow Road station is a fixed near-bottom water quality station (OWCDRWQ) in a Beach surrounded by Open Water. The station is located within a Atidal, Seiche >20cm, fresh Lagoonal Estuary in a watershed made up of primarily vegetated uplands."
OWCOLWQ,Old Woman Creek,OWC,OLWQ,,41.381667,82.513889,fixed near-bottom,primary,Lower Estuary,https://cdmo.baruch.sc.edu/dges/?stationCode=OWCOLWQ,Temperate Great Lakes,Cold Temperate Great Lakes,Laurentian Great Lakes,Great Lakes,83,Eastern Great Lakes Lowlands,83a,Erie/Ontario Lake Plain,Lacustrine,Lacustrine Littoral,Lower Water Column,Fresh Water,fresh,Cool,"Atidal, Seiche >20cm",Riverine/Lacustrine,"Atidal, Seiche",Watershed,Great Lakes Seismic Zone,Lagoonal Estuary,Geologic,Lake,Embayment,Beach,Barrier Beach,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,12.5,62.7,24.8,0,,Benthic/Attached Biota,Aquatic Vegetation Bed,Floating Aquatic Vascular Vegetation,Submerged Aquatic Vascular Vegetation,Upland Forest,531.9,3641.3,6047.9,736.3,23.2,283.8,175.0,4.65,31.83,52.87,6.44,0.20,2.48,1.53,4.72,32.33,53.69,6.54,0.21,2.52,vegetated uplands,169.90,1.51,"The Old Woman Creek Lower Estuary station is a fixed near-bottom water quality station (OWCOLWQ) in a Beach surrounded by Aquatic Vegetation Bed. The station is located within a Atidal, Seiche >20cm, fresh Lagoonal Estuary in a watershed made up of primarily vegetated uplands."
